city,state,state_id,country,lat,lng,population
Mount Vernon,Missouri,MO,US,37.105,-93.8191,4513
Pomona,Missouri,MO,US,36.8671,-91.9134,343
Plato,Missouri,MO,US,37.5029,-92.22,108
Billings,Missouri,MO,US,37.0626,-93.5539,1092
Rutledge,Missouri,MO,US,40.314,-92.0876,111
Marquand,Missouri,MO,US,37.4287,-90.167,203
Laurie,Missouri,MO,US,38.208,-92.8253,936
Holcomb,Missouri,MO,US,36.4022,-90.0249,597
Worthington,Missouri,MO,US,40.4091,-92.6892,78
Stewartsville,Missouri,MO,US,39.7551,-94.4987,736
Oakview,Missouri,MO,US,39.2086,-94.5704,388
Freeman,Missouri,MO,US,38.6215,-94.5057,486
Harrisburg,Missouri,MO,US,39.1396,-92.458,281
North Lilbourn,Missouri,MO,US,36.6018,-89.6221,45
Loma Linda,Missouri,MO,US,36.9858,-94.5922,779
Hardin,Missouri,MO,US,39.2677,-93.8314,538
Sunrise Beach,Missouri,MO,US,38.1674,-92.7794,485
La Due,Missouri,MO,US,38.3125,-93.8777,72
Cainsville,Missouri,MO,US,40.4398,-93.7747,275
Riverview Estates,Missouri,MO,US,38.7489,-94.5246,85
Chesapeake,Missouri,MO,US,37.1161,-93.6791,60
Excelsior Springs,Missouri,MO,US,39.339,-94.24,11412
Cape Girardeau,Missouri,MO,US,37.3108,-89.5596,54588
Metz,Missouri,MO,US,37.9965,-94.443,47
Trimble,Missouri,MO,US,39.4764,-94.5614,627
Meta,Missouri,MO,US,38.3121,-92.166,224
South Greenfield,Missouri,MO,US,37.3752,-93.8437,85
Hayti Heights,Missouri,MO,US,36.2311,-89.7682,570
Clifton Hill,Missouri,MO,US,39.4387,-92.6643,111
Jamestown,Missouri,MO,US,38.7667,-92.4802,397
Rea,Missouri,MO,US,40.0616,-94.7646,51
Moundville,Missouri,MO,US,37.7646,-94.451,118
Oxly,Missouri,MO,US,36.6025,-90.679,124
Lanagan,Missouri,MO,US,36.6061,-94.4517,417
Vandalia,Missouri,MO,US,39.308,-91.4892,3911
Morrisville,Missouri,MO,US,37.4766,-93.4293,389
Florida,Missouri,MO,US,39.4929,-91.7907,0
Lake Annette,Missouri,MO,US,38.6544,-94.5081,100
Adrian,Missouri,MO,US,38.396,-94.3498,1608
Airport Drive,Missouri,MO,US,37.1406,-94.5162,850
Ionia,Missouri,MO,US,38.5037,-93.3236,88
Cool Valley,Missouri,MO,US,38.7251,-90.3058,1167
Sikeston,Missouri,MO,US,36.8875,-89.587,16371
Eminence,Missouri,MO,US,37.1509,-91.3587,584
Lock Springs,Missouri,MO,US,39.8489,-93.7763,57
Hale,Missouri,MO,US,39.6051,-93.3433,399
Perryville,Missouri,MO,US,37.7263,-89.8759,8660
Seymour,Missouri,MO,US,37.1485,-92.7694,1993
Pagedale,Missouri,MO,US,38.6801,-90.3082,3294
Ashburn,Missouri,MO,US,39.5458,-91.172,19
Hartville,Missouri,MO,US,37.2502,-92.512,609
Moberly,Missouri,MO,US,39.419,-92.4365,13742
Holland,Missouri,MO,US,36.0571,-89.8705,210
Harrisonville,Missouri,MO,US,38.653,-94.3467,9435
Purdin,Missouri,MO,US,39.9509,-93.1664,181
Tightwad,Missouri,MO,US,38.3096,-93.5466,67
Sundown,Missouri,MO,US,36.566,-92.6381,31
Three Creeks,Missouri,MO,US,38.5758,-90.9971,6
Weingarten,Missouri,MO,US,37.8894,-90.2172,53
Agency,Missouri,MO,US,39.6698,-94.7587,674
Carterville,Missouri,MO,US,37.1466,-94.4388,1916
Cosby,Missouri,MO,US,39.8638,-94.6798,123
Alton,Missouri,MO,US,36.6901,-91.3947,839
Pleasant Hill,Missouri,MO,US,38.8061,-94.2654,8477
Sweet Springs,Missouri,MO,US,38.9649,-93.4152,1425
Caruthersville,Missouri,MO,US,36.1814,-89.6664,5349
Loch Lloyd,Missouri,MO,US,38.831,-94.5978,749
Gordonville,Missouri,MO,US,37.3111,-89.6738,392
Golden City,Missouri,MO,US,37.3931,-94.0943,728
St. Peters,Missouri,MO,US,38.7825,-90.6061,57178
Bourbon,Missouri,MO,US,38.1505,-91.2494,1601
Pascola,Missouri,MO,US,36.2673,-89.8258,101
Marshfield,Missouri,MO,US,37.3414,-92.9116,7418
Cuba,Missouri,MO,US,38.0671,-91.4057,3225
Velda Village Hills,Missouri,MO,US,38.6922,-90.2877,1045
Wardsville,Missouri,MO,US,38.49,-92.1791,1550
Champ,Missouri,MO,US,38.7448,-90.4537,13
Farley,Missouri,MO,US,39.2888,-94.8284,291
Richards,Missouri,MO,US,37.9105,-94.557,93
Neelyville,Missouri,MO,US,36.5562,-90.5139,474
Castle Point,Missouri,MO,US,38.7568,-90.2485,3064
Rock Port,Missouri,MO,US,40.4109,-95.5332,1224
Arbela,Missouri,MO,US,40.4631,-92.0156,42
Glendale,Missouri,MO,US,38.5935,-90.3826,5886
Lohman,Missouri,MO,US,38.543,-92.3646,167
St. Cloud,Missouri,MO,US,38.1732,-91.2127,40
Green City,Missouri,MO,US,40.2639,-92.9563,605
Parnell,Missouri,MO,US,40.4384,-94.6223,177
Raymore,Missouri,MO,US,38.8029,-94.4583,21167
Oronogo,Missouri,MO,US,37.1917,-94.4639,2553
Innsbrook,Missouri,MO,US,38.7631,-91.0552,588
Taneyville,Missouri,MO,US,36.7377,-93.0355,399
Calhoun,Missouri,MO,US,38.4683,-93.6251,454
Ravanna,Missouri,MO,US,40.456,-93.462,77
Lilbourn,Missouri,MO,US,36.5908,-89.613,1095
Frankford,Missouri,MO,US,39.4934,-91.3209,318
Horine,Missouri,MO,US,38.2673,-90.432,1194
Moline Acres,Missouri,MO,US,38.7456,-90.243,2390
Brentwood,Missouri,MO,US,38.6194,-90.3476,7998
Ellsinore,Missouri,MO,US,36.9327,-90.7478,443
Velda City,Missouri,MO,US,38.6941,-90.2934,1383
Frankclay,Missouri,MO,US,37.863,-90.6144,116
La Belle,Missouri,MO,US,40.1166,-91.9146,641
Big Lake,Missouri,MO,US,40.0735,-95.3518,145
Gentry,Missouri,MO,US,40.3326,-94.4233,71
Unity Village,Missouri,MO,US,38.9525,-94.3996,80
Williamsville,Missouri,MO,US,36.9737,-90.5479,342
Oakland,Missouri,MO,US,38.5769,-90.3849,1370
Clyde,Missouri,MO,US,40.2662,-94.6696,76
Eolia,Missouri,MO,US,39.2389,-91.0121,519
Frontenac,Missouri,MO,US,38.63,-90.4189,3581
Canalou,Missouri,MO,US,36.754,-89.6865,310
Harwood,Missouri,MO,US,37.9567,-94.1539,45
Louisiana,Missouri,MO,US,39.4413,-91.0626,3023
Huntsville,Missouri,MO,US,39.4364,-92.544,1519
St. Clair,Missouri,MO,US,38.3479,-90.9934,5945
Charlack,Missouri,MO,US,38.7029,-90.3426,1360
Mineral Point,Missouri,MO,US,37.9455,-90.7247,355
Atlanta,Missouri,MO,US,39.8987,-92.4801,375
Laclede,Missouri,MO,US,39.7879,-93.1697,331
Napoleon,Missouri,MO,US,39.1293,-94.0857,213
Bowling Green,Missouri,MO,US,39.3447,-91.2031,5568
Garden City,Missouri,MO,US,38.5629,-94.1959,1629
Archie,Missouri,MO,US,38.4826,-94.3502,1206
Foristell,Missouri,MO,US,38.8158,-90.9622,571
Lakeside,Missouri,MO,US,38.2041,-92.6223,0
Ava,Missouri,MO,US,36.9546,-92.6661,2763
Diggins,Missouri,MO,US,37.174,-92.8503,312
Vanduser,Missouri,MO,US,36.9909,-89.6865,264
Excello,Missouri,MO,US,39.6335,-92.4743,12
Affton,Missouri,MO,US,38.5499,-90.3263,21704
Pontiac,Missouri,MO,US,36.5165,-92.6037,226
Utica,Missouri,MO,US,39.7456,-93.6286,252
Gibbs,Missouri,MO,US,40.099,-92.4166,104
Columbia,Missouri,MO,US,38.9477,-92.3255,139945
Ferguson,Missouri,MO,US,38.749,-90.2949,20728
Urich,Missouri,MO,US,38.4605,-93.9991,487
Lupus,Missouri,MO,US,38.846,-92.454,34
Ashley,Missouri,MO,US,39.2537,-91.2239,29
Center,Missouri,MO,US,39.5096,-91.5291,506
Ridgeway,Missouri,MO,US,40.3781,-93.9379,439
Hamilton,Missouri,MO,US,39.7426,-94.002,1708
Savannah,Missouri,MO,US,39.939,-94.8279,5269
Cedar Hill Lakes,Missouri,MO,US,38.3299,-90.6582,236
Bloomfield,Missouri,MO,US,36.8878,-89.9309,1861
Paynesville,Missouri,MO,US,39.2626,-90.9004,76
Grandview,Missouri,MO,US,38.8802,-94.5227,25159
St. Joseph,Missouri,MO,US,39.7598,-94.821,80818
Higbee,Missouri,MO,US,39.3059,-92.5128,552
Winchester,Missouri,MO,US,38.5897,-90.5261,1519
Buckner,Missouri,MO,US,39.1336,-94.1929,3013
Leawood,Missouri,MO,US,37.0334,-94.4947,671
Riverside,Missouri,MO,US,39.1703,-94.6305,3354
Chilhowee,Missouri,MO,US,38.5889,-93.8557,319
Versailles,Missouri,MO,US,38.4333,-92.8453,2432
Lincoln,Missouri,MO,US,38.394,-93.3313,1181
Iberia,Missouri,MO,US,38.0886,-92.2962,744
Miami,Missouri,MO,US,39.3224,-93.2258,170
Lawson,Missouri,MO,US,39.436,-94.2152,2394
Rush Hill,Missouri,MO,US,39.2104,-91.7246,147
Gilliam,Missouri,MO,US,39.2327,-93.0041,191
Amoret,Missouri,MO,US,38.2549,-94.5873,182
Knob Noster,Missouri,MO,US,38.7675,-93.5616,2757
St. Mary,Missouri,MO,US,37.8737,-89.9497,348
Cleveland,Missouri,MO,US,38.6788,-94.598,660
Sappington,Missouri,MO,US,38.526,-90.373,7519
Pasadena Hills,Missouri,MO,US,38.7083,-90.2922,905
Southwest City,Missouri,MO,US,36.5205,-94.6103,953
Kingsville,Missouri,MO,US,38.7437,-94.0697,261
Newburg,Missouri,MO,US,37.916,-91.9004,439
Steelville,Missouri,MO,US,37.9696,-91.3546,1672
Mill Spring,Missouri,MO,US,37.065,-90.6778,177
Kirkwood,Missouri,MO,US,38.5789,-90.4203,27653
Conway,Missouri,MO,US,37.5057,-92.8312,775
Washington,Missouri,MO,US,38.5514,-91.0151,14300
Chula,Missouri,MO,US,39.9219,-93.4774,203
Camden,Missouri,MO,US,39.2001,-94.0195,186
New Madrid,Missouri,MO,US,36.5879,-89.5505,2991
Howardville,Missouri,MO,US,36.5684,-89.5972,350
Blue Springs,Missouri,MO,US,39.0123,-94.2722,54945
Waco,Missouri,MO,US,37.247,-94.6003,88
Bragg City,Missouri,MO,US,36.2681,-89.9113,137
Imperial,Missouri,MO,US,38.3672,-90.3706,4580
Carytown,Missouri,MO,US,37.2616,-94.3344,274
Laredo,Missouri,MO,US,40.0261,-93.448,191
Barnett,Missouri,MO,US,38.3773,-92.6744,196
Tina,Missouri,MO,US,39.5379,-93.4413,150
De Kalb,Missouri,MO,US,39.5883,-94.9236,224
Amity,Missouri,MO,US,39.8683,-94.4354,52
Newtown,Missouri,MO,US,40.3762,-93.3335,168
Memphis,Missouri,MO,US,40.4613,-92.1704,1858
Glenaire,Missouri,MO,US,39.2198,-94.4515,573
Neosho,Missouri,MO,US,36.844,-94.3755,12153
Fenton,Missouri,MO,US,38.5279,-90.4489,4030
Baker,Missouri,MO,US,36.7735,-89.7617,0
Gasconade,Missouri,MO,US,38.6703,-91.56,216
Kingston,Missouri,MO,US,39.6425,-94.0384,336
Waynesville,Missouri,MO,US,37.8207,-92.22,5230
Weston,Missouri,MO,US,39.403,-94.886,1784
Palmyra,Missouri,MO,US,39.7985,-91.5272,3581
Town and Country,Missouri,MO,US,38.6317,-90.4789,11115
Appleton City,Missouri,MO,US,38.1906,-94.031,1072
Arcola,Missouri,MO,US,37.5493,-93.876,53
Brimson,Missouri,MO,US,40.1449,-93.7383,61
Birch Tree,Missouri,MO,US,36.9967,-91.4916,656
Manchester,Missouri,MO,US,38.583,-90.5065,18112
Montrose,Missouri,MO,US,38.2587,-93.9827,370
Mooresville,Missouri,MO,US,39.7468,-93.721,88
Powersville,Missouri,MO,US,40.5496,-93.3003,58
De Witt,Missouri,MO,US,39.385,-93.22,119
Birchwood Village,Minnesota,MN,US,45.0598,-92.9777,888
Regal,Minnesota,MN,US,45.4054,-94.8397,35
St. Peter,Minnesota,MN,US,44.3296,-93.9659,12372
Aurora,Minnesota,MN,US,47.5312,-92.2399,1646
Glencoe,Minnesota,MN,US,44.7699,-94.1513,5407
Fairfax,Minnesota,MN,US,44.5283,-94.7231,1142
Aitkin,Minnesota,MN,US,46.5303,-93.7051,2016
Sanborn,Minnesota,MN,US,44.2098,-95.1297,314
Columbia Heights,Minnesota,MN,US,45.0484,-93.2472,20254
Wolf Lake,Minnesota,MN,US,46.8066,-95.3526,56
Currie,Minnesota,MN,US,44.0704,-95.6668,220
New Auburn,Minnesota,MN,US,44.6728,-94.232,440
New London,Minnesota,MN,US,45.2974,-94.9477,3558
Hanska,Minnesota,MN,US,44.1488,-94.4945,378
Remer,Minnesota,MN,US,47.0568,-93.9126,397
Ostrander,Minnesota,MN,US,43.6137,-92.4263,251
Mentor,Minnesota,MN,US,47.6966,-96.144,146
Fort Ripley,Minnesota,MN,US,46.169,-94.363,69
Riverland,Minnesota,MN,US,47.3219,-95.9512,365
Midway,Minnesota,MN,US,47.317,-95.7838,20
Brownsville,Minnesota,MN,US,43.6992,-91.2823,495
Clara City,Minnesota,MN,US,44.9583,-95.3672,1296
Donnelly,Minnesota,MN,US,45.6895,-96.0143,228
Manhattan Beach,Minnesota,MN,US,46.737,-94.1396,60
Chickamaw Beach,Minnesota,MN,US,46.7452,-94.3844,112
Delavan,Minnesota,MN,US,43.7677,-94.0174,169
Maplewood,Minnesota,MN,US,44.984,-93.0247,40918
Holt,Minnesota,MN,US,48.2929,-96.1945,87
Martin Lake,Minnesota,MN,US,45.3824,-93.0886,925
Rockford,Minnesota,MN,US,45.092,-93.7453,4802
Vernon Center,Minnesota,MN,US,43.9626,-94.1666,318
Kinbrae,Minnesota,MN,US,43.8266,-95.4823,12
Clearbrook,Minnesota,MN,US,47.6962,-95.4287,529
Lismore,Minnesota,MN,US,43.7491,-95.9482,227
Pierz,Minnesota,MN,US,45.9772,-94.1008,1363
St. Paul,Minnesota,MN,US,44.9477,-93.104,306621
Danvers,Minnesota,MN,US,45.2814,-95.7559,91
Climax,Minnesota,MN,US,47.6095,-96.8122,266
Minnetonka Beach,Minnesota,MN,US,44.9394,-93.5891,563
Amboy,Minnesota,MN,US,43.8879,-94.1583,511
Stewartville,Minnesota,MN,US,43.8606,-92.4896,6079
Loretto,Minnesota,MN,US,45.0548,-93.6353,670
West Concord,Minnesota,MN,US,44.1529,-92.8995,775
Blooming Prairie,Minnesota,MN,US,43.8683,-93.0552,1981
Elizabeth,Minnesota,MN,US,46.3798,-96.1309,173
Adrian,Minnesota,MN,US,43.6332,-95.9331,1221
Arco,Minnesota,MN,US,44.3814,-96.1812,70
Wabasha,Minnesota,MN,US,44.3707,-92.042,2481
Willmar,Minnesota,MN,US,45.122,-95.0569,20262
Eveleth,Minnesota,MN,US,47.4637,-92.5443,3622
Baker,Minnesota,MN,US,46.7105,-96.5579,57
Minnetrista,Minnesota,MN,US,44.9354,-93.7089,7739
Northfield,Minnesota,MN,US,44.4551,-93.1697,22037
Anoka,Minnesota,MN,US,45.2099,-93.3893,17522
Renville,Minnesota,MN,US,44.7908,-95.2048,1191
West Roy Lake,Minnesota,MN,US,47.3116,-95.5954,48
Mabel,Minnesota,MN,US,43.5198,-91.768,753
Wilton,Minnesota,MN,US,47.5065,-94.997,294
Maple Plain,Minnesota,MN,US,45.0088,-93.6618,1824
Pine City,Minnesota,MN,US,45.8367,-92.9683,2999
Rockville,Minnesota,MN,US,45.465,-94.3222,2539
Newport,Minnesota,MN,US,44.8744,-92.9975,3577
Grasston,Minnesota,MN,US,45.7957,-93.1524,152
Carlos,Minnesota,MN,US,45.9741,-95.2925,492
Forest Lake,Minnesota,MN,US,45.2536,-92.9583,23602
Fairmont,Minnesota,MN,US,43.6441,-94.4621,9093
Milan,Minnesota,MN,US,45.1126,-95.9117,359
Truman,Minnesota,MN,US,43.8279,-94.4366,1054
Urbank,Minnesota,MN,US,46.1245,-95.511,54
Le Roy,Minnesota,MN,US,43.5133,-92.5078,931
Independence,Minnesota,MN,US,45.0219,-93.7077,3790
Lilydale,Minnesota,MN,US,44.9096,-93.1301,853
Freeborn,Minnesota,MN,US,43.7659,-93.5645,277
Wykoff,Minnesota,MN,US,43.7086,-92.2674,435
Shevlin,Minnesota,MN,US,47.5302,-95.2595,177
South End,Minnesota,MN,US,47.3231,-95.4788,39
Zemple,Minnesota,MN,US,47.3207,-93.7859,91
Buffalo Lake,Minnesota,MN,US,44.737,-94.6173,688
Lewiston,Minnesota,MN,US,43.9837,-91.868,1564
St. Anthony,Minnesota,MN,US,45.0277,-93.2174,9077
Rush City,Minnesota,MN,US,45.6875,-92.9654,2955
Sunfish Lake,Minnesota,MN,US,44.8722,-93.0943,547
Foxhome,Minnesota,MN,US,46.2769,-96.3122,113
Inger,Minnesota,MN,US,47.558,-93.9794,261
Hayfield,Minnesota,MN,US,43.8903,-92.8471,1333
Floodwood,Minnesota,MN,US,46.9173,-92.9187,521
Geneva,Minnesota,MN,US,43.8227,-93.2683,539
Ogema,Minnesota,MN,US,47.1016,-95.9225,187
Leota,Minnesota,MN,US,43.8292,-96.0231,181
Sacred Heart,Minnesota,MN,US,44.7817,-95.3507,507
Cohasset,Minnesota,MN,US,47.2389,-93.6396,2719
Princeton,Minnesota,MN,US,45.5689,-93.59,4919
Tenstrike,Minnesota,MN,US,47.6603,-94.6843,201
Milroy,Minnesota,MN,US,44.4178,-95.5536,239
Mahtowa,Minnesota,MN,US,46.5616,-92.6279,419
Long Lake,Minnesota,MN,US,44.984,-93.5688,1840
Comfrey,Minnesota,MN,US,44.111,-94.9029,361
Slayton,Minnesota,MN,US,43.9902,-95.7577,2021
Grygla,Minnesota,MN,US,48.2996,-95.6239,211
Burns,Kansas,KS,US,38.0897,-96.8877,204
Morristown,Minnesota,MN,US,44.224,-93.4445,992
New Brighton,Minnesota,MN,US,45.0658,-93.2061,22787
Hammond,Minnesota,MN,US,44.2221,-92.3738,133
Wells,Minnesota,MN,US,43.7432,-93.7278,2195
Victoria,Minnesota,MN,US,44.8634,-93.6586,9305
Lake Elmo,Minnesota,MN,US,44.9944,-92.9031,8983
Fosston,Minnesota,MN,US,47.5855,-95.7579,1481
Rogers,Minnesota,MN,US,45.1865,-93.5783,12984
St. Stephen,Minnesota,MN,US,45.701,-94.2742,860
Lyle,Minnesota,MN,US,43.5057,-92.9412,551
Belview,Minnesota,MN,US,44.6067,-95.3289,359
Braham,Minnesota,MN,US,45.7223,-93.1717,1789
Sebeka,Minnesota,MN,US,46.629,-95.0878,675
Dover,Minnesota,MN,US,43.9698,-92.134,755
Roseau,Minnesota,MN,US,48.8445,-95.7624,2826
Chatfield,Minnesota,MN,US,43.8445,-92.1829,2607
Waterville,Minnesota,MN,US,44.2236,-93.5747,1867
Kiester,Minnesota,MN,US,43.5365,-93.7111,469
Rice,Minnesota,MN,US,45.7525,-94.2317,1345
Bingham Lake,Minnesota,MN,US,43.9096,-95.0461,125
St. Paul Park,Minnesota,MN,US,44.836,-92.9949,5392
Fulda,Minnesota,MN,US,43.8691,-95.6023,1233
Plato,Minnesota,MN,US,44.7722,-94.0396,305
Watson,Minnesota,MN,US,45.0099,-95.8,192
Silver Lake,Minnesota,MN,US,44.9042,-94.1984,824
Falcon Heights,Minnesota,MN,US,44.9899,-93.177,5592
Lexington,Minnesota,MN,US,45.1381,-93.1714,2037
Pequot Lakes,Minnesota,MN,US,46.5875,-94.2983,2300
Kilkenny,Minnesota,MN,US,44.3153,-93.5742,136
Lake Wilson,Minnesota,MN,US,43.9953,-95.9533,232
Bowlus,Minnesota,MN,US,45.8191,-94.4072,279
Ebro,Minnesota,MN,US,47.4942,-95.5411,87
New Munich,Minnesota,MN,US,45.6309,-94.7525,321
Ham Lake,Minnesota,MN,US,45.2545,-93.2039,16528
Lancaster,Minnesota,MN,US,48.8577,-96.8019,331
Doran,Minnesota,MN,US,46.1852,-96.4857,51
Burnsville,Minnesota,MN,US,44.7648,-93.2795,61439
Meadowlands,Minnesota,MN,US,47.0732,-92.7312,130
McIntosh,Minnesota,MN,US,47.6369,-95.8864,614
Caledonia,Minnesota,MN,US,43.6344,-91.5009,2638
Lanesboro,Minnesota,MN,US,43.7181,-91.9719,732
Fairhaven,Minnesota,MN,US,45.3232,-94.204,503
Courtland,Minnesota,MN,US,44.2701,-94.3464,693
Perley,Minnesota,MN,US,47.1761,-96.8015,86
Cyrus,Minnesota,MN,US,45.6148,-95.7382,275
Westport,Minnesota,MN,US,45.7146,-95.168,60
Dilworth,Minnesota,MN,US,46.8795,-96.6986,4415
Darfur,Minnesota,MN,US,44.0535,-94.8378,102
Lauderdale,Minnesota,MN,US,44.9942,-93.2026,2528
Stillwater,Minnesota,MN,US,45.0573,-92.8313,19368
Halma,Minnesota,MN,US,48.66,-96.5972,58
Bemidji,Minnesota,MN,US,47.483,-94.8788,16733
South St. Paul,Minnesota,MN,US,44.8877,-93.0411,20242
Hewitt,Minnesota,MN,US,46.324,-95.0903,256
Hatfield,Minnesota,MN,US,43.9546,-96.1905,56
Cuyuna,Minnesota,MN,US,46.5115,-93.9264,353
Lake Crystal,Minnesota,MN,US,44.1054,-94.2189,2501
Moorhead,Minnesota,MN,US,46.8674,-96.746,43122
Harmony,Minnesota,MN,US,43.554,-92.0075,999
Browns Valley,Minnesota,MN,US,45.5947,-96.8327,539
Cloquet,Minnesota,MN,US,46.7221,-92.4923,12738
Glenville,Minnesota,MN,US,43.5738,-93.2817,629
Waubun,Minnesota,MN,US,47.184,-95.9401,410
Lucan,Minnesota,MN,US,44.41,-95.4134,178
Sleepy Eye,Minnesota,MN,US,44.299,-94.7244,3291
Crosslake,Minnesota,MN,US,46.6755,-94.0955,2251
Campbell,Minnesota,MN,US,46.0975,-96.4057,154
Biscay,Minnesota,MN,US,44.8262,-94.274,112
Hills,Minnesota,MN,US,43.5275,-96.3591,666
St. James,Minnesota,MN,US,43.9832,-94.6249,4383
Woodstock,Minnesota,MN,US,44.011,-96.0967,117
Hanley Falls,Minnesota,MN,US,44.6918,-95.6194,281
Wright,Minnesota,MN,US,46.6725,-93.0069,128
Ely,Minnesota,MN,US,47.9054,-91.8516,3386
Whalan,Minnesota,MN,US,43.734,-91.9237,66
Viking,Minnesota,MN,US,48.2182,-96.4068,103
Oakdale,Minnesota,MN,US,44.9877,-92.9641,28083
Rothsay,Minnesota,MN,US,46.4735,-96.2845,479
Parkers Prairie,Minnesota,MN,US,46.153,-95.3296,999
Red Lake Falls,Minnesota,MN,US,47.8837,-96.2727,1404
Dellwood,Minnesota,MN,US,45.0986,-92.9672,1100
Oronoco,Minnesota,MN,US,44.1598,-92.5401,1496
Plainview,Minnesota,MN,US,44.1649,-92.1697,3280
Mizpah,Minnesota,MN,US,47.9209,-94.2132,52
Hibbing,Minnesota,MN,US,47.3981,-92.9487,11389
Landfall,Minnesota,MN,US,44.9506,-92.9769,756
Butterfield,Minnesota,MN,US,43.9586,-94.7939,586
Aldrich,Minnesota,MN,US,46.3747,-94.9394,46
Maple Lake,Minnesota,MN,US,45.2334,-94.0059,2126
Jeffers,Minnesota,MN,US,44.0558,-95.1953,349
Baudette,Minnesota,MN,US,48.7119,-94.5924,1004
Duluth,Minnesota,MN,US,46.7757,-92.1392,120101
Nielsville,Minnesota,MN,US,47.5284,-96.8174,87
Pine Bend,Minnesota,MN,US,47.4222,-95.5979,38
Rice Lake,Minnesota,MN,US,46.8977,-92.1137,4145
Columbus,Minnesota,MN,US,45.2685,-93.081,4065
Kerkhoven,Minnesota,MN,US,45.1924,-95.3201,721
Winona,Minnesota,MN,US,44.0509,-91.6689,29973
Fridley,Minnesota,MN,US,45.0841,-93.2595,27853
Hackensack,Minnesota,MN,US,46.9269,-94.5159,309
Hutchinson,Minnesota,MN,US,44.8856,-94.3768,13773
Palisade,Minnesota,MN,US,46.7127,-93.4889,166
Soudan,Minnesota,MN,US,47.813,-92.2356,405
Dunnell,Minnesota,MN,US,43.5604,-94.7751,150
Granite Falls,Minnesota,MN,US,44.8107,-95.5374,2681
Marshall,Minnesota,MN,US,44.4488,-95.7897,13494
Owatonna,Minnesota,MN,US,44.0914,-93.2304,25587
Nashwauk,Minnesota,MN,US,47.3805,-93.1666,950
Mankato,Kansas,KS,US,39.7872,-98.2083,808
Halstad,Minnesota,MN,US,47.351,-96.8249,570
Osakis,Minnesota,MN,US,45.8649,-95.1524,1705
Prinsburg,Minnesota,MN,US,44.9349,-95.187,496
New Ulm,Minnesota,MN,US,44.3119,-94.468,13085
Grey Eagle,Minnesota,MN,US,45.8245,-94.7491,331
Cedar Mills,Minnesota,MN,US,44.9431,-94.5197,44
Northrop,Minnesota,MN,US,43.7359,-94.4367,213
South Haven,Minnesota,MN,US,45.2928,-94.2174,188
Mora,Minnesota,MN,US,45.8766,-93.2916,3566
Crystal,Minnesota,MN,US,45.0377,-93.3599,23165
Plymouth,Minnesota,MN,US,45.0224,-93.4615,78395
Cosmos,Minnesota,MN,US,44.9354,-94.6949,456
Little Rock,Minnesota,MN,US,47.8667,-95.106,1095
Roseville,Minnesota,MN,US,45.0155,-93.1544,36314
Brownsdale,Minnesota,MN,US,43.7401,-92.8679,686
Norcross,Minnesota,MN,US,45.8687,-96.1964,69
Prior Lake,Minnesota,MN,US,44.7251,-93.4409,26401
Gem Lake,Minnesota,MN,US,45.0579,-93.0405,476
Battle Lake,Minnesota,MN,US,46.2845,-95.7191,918
Hillman,Minnesota,MN,US,46.0063,-93.8887,37
Jenkins,Minnesota,MN,US,46.6527,-94.3299,458
New Richland,Minnesota,MN,US,43.8938,-93.4939,1187
Wahkon,Minnesota,MN,US,46.1206,-93.5223,213
Welcome,Minnesota,MN,US,43.6662,-94.6071,655
Winger,Minnesota,MN,US,47.5376,-95.9864,223
Ponemah,Minnesota,MN,US,48.0348,-94.8983,673
Deer Creek,Minnesota,MN,US,46.3909,-95.3218,319
Le Center,Minnesota,MN,US,44.3866,-93.7311,2473
Center City,Minnesota,MN,US,45.3941,-92.8141,650
Dalton,Minnesota,MN,US,46.1739,-95.9156,249
Brook Park,Minnesota,MN,US,45.9484,-93.0728,135
Montevideo,Minnesota,MN,US,44.9505,-95.7154,5090
Appleton,Minnesota,MN,US,45.1997,-96.0225,1342
Edgerton,Minnesota,MN,US,43.8752,-96.1303,1117
Cook,Minnesota,MN,US,47.8414,-92.6888,572
Henriette,Minnesota,MN,US,45.8713,-93.1197,69
Blomkest,Minnesota,MN,US,44.9428,-95.0235,158
De Graff,Minnesota,MN,US,45.2599,-95.4683,125
Elmdale,Minnesota,MN,US,45.834,-94.4942,118
Plummer,Minnesota,MN,US,47.9152,-96.0416,290
Bock,Minnesota,MN,US,45.7844,-93.5528,104
Lake Henry,Minnesota,MN,US,45.4619,-94.7965,108
Chisholm,Minnesota,MN,US,47.4877,-92.8788,4566
Clarkfield,Minnesota,MN,US,44.7907,-95.8079,803
Emmons,Minnesota,MN,US,43.5068,-93.4851,380
Rollingstone,Minnesota,MN,US,44.0993,-91.8187,665
Walnut Grove,Minnesota,MN,US,44.225,-95.4692,814
Rushford Village,Minnesota,MN,US,43.8033,-91.7915,811
Ormsby,Minnesota,MN,US,43.8503,-94.6986,125
Westbrook,Minnesota,MN,US,44.0422,-95.4376,709
Erhard,Minnesota,MN,US,46.4836,-96.0965,148
Northome,Minnesota,MN,US,47.8748,-94.2675,192
Solway,Minnesota,MN,US,47.5211,-95.1303,95
Easton,Minnesota,MN,US,43.7661,-93.9,187
Benson,Minnesota,MN,US,45.3152,-95.6061,3043
Frazee,Minnesota,MN,US,46.7282,-95.7026,1391
